contig_id	target_id	Ecosystem classification
FCH3CGLCCXYL4FAA_NODE_24	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_25	level1_31598 (taxid 1000908312)	
FCH3CGLCCXYL4FAA_NODE_26	3300004634_____Ga0066906_10007224 (taxid 1000836618)	Engineered;Lab enrichment;Defined media;Unclassified;Engineered;
FCH3CGLCCXYL4FAA_NODE_27	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_29	3300008255_____Ga0100403_1000048 (taxid 1000802844)	Environmental;Aquatic;Freshwater;Groundwater;Freshwater;
FCH3CGLCCXYL4FAA_NODE_30	3300006802_____Ga0070749_10011750 (taxid 1001008090)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_31	3300005805_____Ga0079957_1007142 (taxid 1000814331)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_32	3300006802_____Ga0070749_10002108 (taxid 1000480733)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_34	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_35	3300006637_____Ga0075461_10001563 (taxid 1000411696)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_36	level1_66152 (taxid 1000212270)	
FCH3CGLCCXYL4FAA_NODE_37	3300014205_____Ga0172380_10001341 (taxid 1000007829)	Engineered;Solid waste;Landfill;Unclassified;Engineered;
FCH3CGLCCXYL4FAA_NODE_39	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_40	3300009159_____Ga0114978_10000251 (taxid 1000230777)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_41	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_43	3300013005_____Ga0164292_10000271 (taxid 1000382889)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_44	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_45	3300009081_____Ga0105098_10000037 (taxid 1000066113)	Environmental;Aquatic;Freshwater;Sediment;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_46	3300013005_____Ga0164292_10000672 (taxid 1000416073)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_47	3300007633_____Ga0102940_1007754 (taxid 1000523954)	Environmental;Terrestrial;Soil;Wetlands;Terrestrial(soil);
FCH3CGLCCXYL4FAA_NODE_48	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_49	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_52	3300010370_____Ga0129336_10000272 (taxid 1000005313)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_53	level2_569807 (taxid 1000597776)	
FCH3CGLCCXYL4FAA_NODE_54	3300005805_____Ga0079957_1000893 (taxid 1000694998)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_56	3300010299_____Ga0129342_1005461 (taxid 1000463268)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_57	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_58	3300002835_____B570J40625_100004545 (taxid 1001160980)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_59	3300006802_____Ga0070749_10007456 (taxid 1000543863)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_60	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_61	3300018413_____Ga0181560_10010437 (taxid 1000240870)	Environmental;Aquatic;Marine;Intertidal zone;Marine;
FCH3CGLCCXYL4FAA_NODE_62	level1_105239 (taxid 1000158869)	
FCH3CGLCCXYL4FAA_NODE_63	3300009081_____Ga0105098_10003279 (taxid 1000121789)	Environmental;Aquatic;Freshwater;Sediment;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_64	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_67	3300009152_____Ga0114980_10001151 (taxid 1000824602)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_68	3300002835_____B570J40625_100000568 (taxid 1001154805)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_69	3300010318_____Ga0136656_1000887 (taxid 1000733270)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_70	3300005613_____Ga0074649_1002595 (taxid 1000376201)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_71	3300005662_____Ga0078894_10000457 (taxid 1001039477)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_72	3300009504_____Ga0114946_10010297 (taxid 1001172476)	Environmental;Aquatic;Freshwater;Sediment;Freshwater;
FCH3CGLCCXYL4FAA_NODE_73	3300013741_____Ga0120873_100082 (taxid 1000852256)	Engineered;Built environment;City;Subway;Engineered;
FCH3CGLCCXYL4FAA_NODE_75	3300007541_____Ga0099848_1000114 (taxid 1000592038)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_76	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_77	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_78	3300009159_____Ga0114978_10004209 (taxid 1000307497)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_79	level1_32696 (taxid 1000969020)	
FCH3CGLCCXYL4FAA_NODE_80	3300009419_____Ga0114982_1000046 (taxid 1000876658)	Environmental;Terrestrial;Deep subsurface;Unclassified;Terrestrial(other);
FCH3CGLCCXYL4FAA_NODE_83	3300005805_____Ga0079957_1005225 (taxid 1000771188)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_85	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_86	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_87	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_88	3300005613_____Ga0074649_1002594 (taxid 1000376203)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_90	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_91	3300013004_____Ga0164293_10008734 (taxid 1000850778)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_92	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_93	3300010370_____Ga0129336_10000386 (taxid 1000004689)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_94	3300006641_____Ga0075471_10002295 (taxid 1000866889)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_95	3300013004_____Ga0164293_10018321 (taxid 1000169292)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_96	3300005805_____Ga0079957_1013738 (taxid 1000068875)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_98	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_99	3300005584_____Ga0049082_10003364 (taxid 1000478978)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_100	3300009184_____Ga0114976_10000210 (taxid 1001076866)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_102	3300013126_____Ga0172367_10003283 (taxid 1000660343)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_103	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_105	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_106	3300005613_____Ga0074649_1006279 (taxid 1000445940)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_107	3300007542_____Ga0099846_1001443 (taxid 1000963481)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_108	3300009159_____Ga0114978_10000251 (taxid 1000230777)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_109	level2_15621 (taxid 1000166722)	
FCH3CGLCCXYL4FAA_NODE_110	3300009169_____Ga0105097_10003062 (taxid 1001145210)	Environmental;Aquatic;Freshwater;Sediment;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_111	3300003430_____JGI25921J50272_10000083 (taxid 1000098768)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_112	3300005805_____Ga0079957_1006016 (taxid 1000788316)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_113	3300005613_____Ga0074649_1006591 (taxid 1000448927)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_114	level2_51041 (taxid 1000983646)	
FCH3CGLCCXYL4FAA_NODE_116	3300013131_____Ga0172373_10002357 (taxid 1000908419)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_117	3300005346_____Ga0074242_11822688 (taxid 1001180063)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_118	3300010324_____Ga0129297_10003821 (taxid 1000394276)	Environmental;Aquatic;Freshwater;Lake;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_119	3300002835_____B570J40625_100037616 (taxid 1000437511)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_120	3300009183_____Ga0114974_10000063 (taxid 1000337713)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_122	3300006802_____Ga0070749_10002012 (taxid 1000481151)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_123	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_124	3300009163_____Ga0114970_10000221 (taxid 1000090844)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_125	3300010370_____Ga0129336_10000368 (taxid 1000004563)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_126	3300008255_____Ga0100403_1000048 (taxid 1000802844)	Environmental;Aquatic;Freshwater;Groundwater;Freshwater;
FCH3CGLCCXYL4FAA_NODE_127	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_129	3300005805_____Ga0079957_1003252 (taxid 1000725686)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_131	3300007538_____Ga0099851_1001024 (taxid 1000761281)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_132	3300009149_____Ga0114918_10011096 (taxid 1000317913)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_133	level2_40080 (taxid 1000484542)	
FCH3CGLCCXYL4FAA_NODE_134	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_135	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_136	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_137	3300012006_____Ga0119955_1000191 (taxid 1000379954)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_138	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_139	3300010296_____Ga0129348_1002118 (taxid 1000620527)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_140	3300000418_____P_2C_Liq_1_UnCtyDRAFT_1000271 (taxid 1000192778)	Environmental;Aquatic;Marine;Unclassified;Marine;
FCH3CGLCCXYL4FAA_NODE_141	3300006790_____Ga0098074_1001823 (taxid 1000046882)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_142	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_143	level1_92311 (taxid 1000508179)	
FCH3CGLCCXYL4FAA_NODE_144	3300009183_____Ga0114974_10000063 (taxid 1000337713)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_145	3300006802_____Ga0070749_10000840 (taxid 1000432330)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_146	3300006802_____Ga0070749_10001174 (taxid 1000498401)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_147	3300002835_____B570J40625_100012761 (taxid 1000533113)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_151	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_152	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_153	3300006802_____Ga0070749_10006644 (taxid 1000557449)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_154	3300002835_____B570J40625_100009209 (taxid 1000100319)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_155	3300002161_____JGI24766J26685_10000024 (taxid 1000037945)	Environmental;Aquatic;Freshwater;Lentic;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_156	3300007541_____Ga0099848_1001675 (taxid 1000613101)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_157	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_158	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_160	3300009180_____Ga0114979_10000060 (taxid 1000735870)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_161	3300006917_____Ga0075472_10002199 (taxid 1000156272)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_162	3300014205_____Ga0172380_10001833 (taxid 1000023366)	Engineered;Solid waste;Landfill;Unclassified;Engineered;
FCH3CGLCCXYL4FAA_NODE_164	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_167	3300005581_____Ga0049081_10001030 (taxid 1001103894)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_168	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_170	level3_607552 (taxid 1000584360)	
FCH3CGLCCXYL4FAA_NODE_171	3300006802_____Ga0070749_10002660 (taxid 1000473881)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_172	3300003617_____JGI26082J51739_10005623 (taxid 1000512596)	Environmental;Aquatic;Marine;Intertidal zone;Marine;
FCH3CGLCCXYL4FAA_NODE_173	3300007540_____Ga0099847_1000011 (taxid 1000956696)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_174	3300006810_____Ga0070754_10012298 (taxid 1001091050)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_175	3300005805_____Ga0079957_1000438 (taxid 1000702586)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_176	level2_21222 (taxid 1000624300)	
FCH3CGLCCXYL4FAA_NODE_177	3300009160_____Ga0114981_10000450 (taxid 1000456433)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_178	3300003411_____JGI25911J50253_10002746 (taxid 1000623404)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_179	level1_28771 (taxid 1000516771)	
FCH3CGLCCXYL4FAA_NODE_180	3300005613_____Ga0074649_1004858 (taxid 1000414256)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_181	3300005805_____Ga0079957_1000271 (taxid 1000700770)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_182	3300005527_____Ga0068876_10001052 (taxid 1000816220)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_184	3300005525_____Ga0068877_10003786 (taxid 1001080880)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_185	3300003346_____JGI26081J50195_1000576 (taxid 1001194136)	Environmental;Aquatic;Marine;Intertidal zone;Marine;
FCH3CGLCCXYL4FAA_NODE_187	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_188	level1_29637 (taxid 1000561687)	
FCH3CGLCCXYL4FAA_NODE_189	3300002835_____B570J40625_100002349 (taxid 1001194917)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_191	3300006802_____Ga0070749_10001202 (taxid 1000498031)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_192	3300005528_____Ga0068872_10000703 (taxid 1000646462)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_193	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_194	3300002835_____B570J40625_100010277 (taxid 1000491962)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_196	3300004213_____Ga0066648_10001393 (taxid 1001107426)	Environmental;Aquatic;Freshwater;Groundwater;Freshwater;
FCH3CGLCCXYL4FAA_NODE_197	3300003410_____JGI26086J50260_1002106 (taxid 1000671135)	Environmental;Aquatic;Marine;Intertidal zone;Marine;
FCH3CGLCCXYL4FAA_NODE_198	3300007540_____Ga0099847_1002089 (taxid 1000997670)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_199	level1_61431 (taxid 1000080827)	
FCH3CGLCCXYL4FAA_NODE_201	3300009183_____Ga0114974_10015389 (taxid 1000919462)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_203	3300005662_____Ga0078894_10010926 (taxid 1000395797)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_204	3300002053_____SMTZ23_10002509 (taxid 1000135131)	Environmental;Aquatic;Marine;Intertidal zone;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_205	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_206	3300010299_____Ga0129342_1001438 (taxid 1000386239)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_207	3300002835_____B570J40625_100022807 (taxid 1001042034)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_208	3300004479_____Ga0062595_100000015 (taxid 1000202763)	Environmental;Terrestrial;Soil;Unclassified;Terrestrial(soil);
FCH3CGLCCXYL4FAA_NODE_210	3300007640_____Ga0070751_1001386 (taxid 1000648914)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_212	3300013004_____Ga0164293_10003635 (taxid 1000749178)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_214	3300005611_____Ga0074647_1000777 (taxid 1001077214)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_216	3300005525_____Ga0068877_10009015 (taxid 1001165619)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_218	3300009149_____Ga0114918_10003847 (taxid 1001019836)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_219	3300008255_____Ga0100403_1000424 (taxid 1000809382)	Environmental;Aquatic;Freshwater;Groundwater;Freshwater;
FCH3CGLCCXYL4FAA_NODE_220	3300007345_____Ga0070752_1003400 (taxid 1001056372)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_221	3300010370_____Ga0129336_10001015 (taxid 1000058562)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_222	level2_74956 (taxid 1000916357)	
FCH3CGLCCXYL4FAA_NODE_223	3300005527_____Ga0068876_10008142 (taxid 1000919205)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_224	3300010354_____Ga0129333_10000921 (taxid 1000413125)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_227	3300006919_____Ga0070746_10000279 (taxid 1000125045)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_228	3300002301_____JGI24891J29808_1000357 (taxid 1000516008)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_229	3300013132_____Ga0172372_10010951 (taxid 1001155067)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_230	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_231	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_232	3300009687_____Ga0116144_10004951 (taxid 1000990884)	Engineered;Wastewater;Anaerobic digestor;Unclassified;Engineered;
FCH3CGLCCXYL4FAA_NODE_233	3300007540_____Ga0099847_1000304 (taxid 1000955536)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_234	3300010370_____Ga0129336_10007418 (taxid 1000113460)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_235	3300005582_____Ga0049080_10000399 (taxid 1000806668)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_236	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_237	level1_65034 (taxid 1000151839)	
FCH3CGLCCXYL4FAA_NODE_238	3300007538_____Ga0099851_1001276 (taxid 1000799964)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_239	3300005613_____Ga0074649_1000994 (taxid 1000339049)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_240	3300010316_____Ga0136655_1001889 (taxid 1000498279)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_241	3300006802_____Ga0070749_10005276 (taxid 1000504796)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_242	3300002835_____B570J40625_100022558 (taxid 1001045492)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_243	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_244	3300013005_____Ga0164292_10000052 (taxid 1000381452)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_245	3300006641_____Ga0075471_10008839 (taxid 1000964386)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_246	3300009081_____Ga0105098_10000536 (taxid 1000068339)	Environmental;Aquatic;Freshwater;Sediment;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_247	3300007554_____Ga0102820_1000918 (taxid 1000871023)	Environmental;Aquatic;Marine;Intertidal zone;Marine;
FCH3CGLCCXYL4FAA_NODE_248	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_250	3300001355_____JGI20158J14315_10000605 (taxid 1000049147)	Environmental;Aquatic;Marine;Neritic zone;Marine;
FCH3CGLCCXYL4FAA_NODE_251	3300006802_____Ga0070749_10008971 (taxid 1000595017)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_252	3300007541_____Ga0099848_1005491 (taxid 1000715588)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_254	3300005805_____Ga0079957_1002366 (taxid 1000737051)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_255	3300005805_____Ga0079957_1001387 (taxid 1000717973)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_256	3300009009_____Ga0105105_10000031 (taxid 1000844541)	Environmental;Aquatic;Freshwater;Sediment;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_257	3300013132_____Ga0172372_10010951 (taxid 1001155067)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_258	3300005527_____Ga0068876_10008675 (taxid 1000929084)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_260	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_261	3300009154_____Ga0114963_10000214 (taxid 1000437345)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_262	3300005805_____Ga0079957_1011046 (taxid 1000032434)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_263	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_264	3300009154_____Ga0114963_10000057 (taxid 1000437219)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_265	3300006028_____Ga0070717_10000239 (taxid 1000389357)	Environmental;Terrestrial;Soil;Loam;Terrestrial(soil);
FCH3CGLCCXYL4FAA_NODE_266	3300010354_____Ga0129333_10000049 (taxid 1000419808)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_267	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_269	3300006802_____Ga0070749_10013354 (taxid 1001046317)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_270	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_271	3300007231_____Ga0075469_10001581 (taxid 1000915619)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_272	3300013004_____Ga0164293_10012117 (taxid 1000039535)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_274	3300006641_____Ga0075471_10004036 (taxid 1000889801)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_275	3300007960_____Ga0099850_1003433 (taxid 1000401117)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_276	3300009074_____Ga0115549_1001273 (taxid 1000016452)	Environmental;Aquatic;Marine;Pelagic;Marine;
